Body area networks: A survey
Multimedia Tools and Applications,1
Journal of medical systems,1
Wireless Networks,14
KSII Trans Internet Inf Syst,1
Journal of Sensors,2
2014,1
"
"
Reliable multicast with pipelined network coding using opportunistic feeding and routing
PloS one,1
Wireless Networks,18
Wireless networks,1
Ad Hoc Networks,1
Advances in Computing,1
"
"
Novel overlay/underlay cognitive radio waveforms using SD-SMSE framework to enhance spectrum efficiency-part I: theoretical framework and analysis in AWGN channel
2012,1
IET Communications,3
JDCTA,1
Wireless personal communications,1
IEEE Transactions on broadcasting,1
IET Signal Processing,1
Journal of Communications,1
IEEE Journal on Selected Areas in Communications,1
"
"
Cross-layer support for energy efficient routing in wireless sensor networks
Sensors,2
Wireless networks,3
Wireless Networks,6
Renewable and Sustainable Energy Reviews,1
Journal of Sensor and Actuator Networks,1
Wireless Sensor Network,1
Journal of Sensors,1
"
"
"Mobile cloud computing: A survey, state of art and future directions"
Information Sciences,3
Wireless Networks,6
2013,1
2014,1
Mobile Networks and Applications,2
Procedia Computer Science,1
IEEE Internet of Things Journal,1
"
"
"Approximating Congestion+ Dilation in Networks via"" Quality of Routing&# x201D; Games"
PloS one,1
Wireless Networks,15
IEEE Systems Journal,1
Wireless networks,2
Artificial Intelligence Review,1
IEEE Access,1
Advances in Computing,1
"
"
On the partially overlapped channel assignment on wireless mesh network backbone: A game theoretic approach
Wireless Networks,4
Wireless networks,2
IEICE Transactions on Communications,1
IEEE transactions on cybernetics,1
Artificial Intelligence Review,1
PloS one,1
IEEE Systems Journal,2
China Communications,1
"
"
Joint forensics-scheduling strategy for delay-sensitive multimedia applications over heterogeneous networks
Physical Communication,1
Computing,1
Multimedia Tools and Applications,2
Wireless Networks,3
Wireless networks,1
TIIS,1
International Journal of Communication Systems,1
Telecommunication Systems,3
Sensor Letters,1
IEEE Systems Journal,2
Multimedia tools and applications,2
"
"
Physarum optimization: A biology-inspired algorithm for the steiner tree problem in networks
Artificial Intelligence Review,1
PloS one,1
Advances in Unconventional Computing,1
2016,1
Wireless Networks,16
Ad Hoc Networks,1
IEEE Access,1
"
"
ReTrust: Attack-resistant and lightweight trust management for medical sensor networks
Sensors,3
PloS one,1
Journal of Network and Computer Applications,1
The Journal of Supercomputing,1
Wireless Networks,9
Int J Comput Inf Syst Control Eng,1
IEEE Sensors Journal,1
Multimedia Tools and Applications,1
Journal of Sensors,1
Egyptian Computer Science Journal,1
"
"
Interference-based topology control algorithm for delay-constrained mobile ad hoc networks
ijcttjournal.org,1
Wireless networks,1
PloS one,1
Wireless Networks,19
"
"
QoE-driven channel allocation schemes for multimedia transmission of priority-based secondary users over cognitive radio networks
Image and Graphics (ICIG),1
WCSP,1
Wireless networks,1
IEEE Communications Letters,1
Wireless Networks,3
Artificial Intelligence Review,1
IEEE Wireless Communications,1
"
"
Context-aware middleware for multimedia services in heterogeneous networks
IET communications,1
IEEE Communications Magazine,1
Multimedia systems,1
Ad Hoc Networks,1
Telecommunication Systems,1
IEEE Network,1
Sensors,2
IEEE Systems Journal,2
TIIS,1
Journal of communications,1
IEEE Access,1
"
"
Software-defined and virtualized future mobile and wireless networks: A survey
2015,1
Wireless Personal Communications,1
Wireless Networks,7
2013,1
Wireless networks,1
IEEE Internet of Things Journal,1
IEEE Access,1
Mobile Networks and Applications,4
"
"
Comparative analysis of quality of service and memory usage for adaptive failure detectors in healthcare systems
Journal of Software,1
Wireless Networks,3
IET Communications,1
Computers & Electrical Engineering,1
Iet Communications,1
Sensors,4
PloS one,1
Journal of Computing Science and Engineering,1
Journal of Sensors,1
"
"
"Managing performance overhead of virtual machines in cloud computing: A survey, state of the art, and future directions"
Journal of Systems and Software,1
Tsinghua Science and Technology,1
2014,2
Information Sciences,1
2015,1
IEEE Network,2
2013,1
Computer Networks,1
IEEE Transactions on Computers,1
Mobile Networks and Applications,1
"
"
Nodes organization for channel assignment with topology preservation in multi-radio wireless mesh networks
Wireless personal communications,2
IEEE Systems Journal,1
Future Wireless Networks and Information Systems,1
Wireless networks,3
Ad Hoc Networks,1
Wireless Networks,12
"
"
Tight performance bounds of multihop fair access for MAC protocols in wireless sensor networks and underwater sensor networks
Sensors,1
Int. J. Smart Sens. Intell. Syst,1
PloS one,1
Computer Networks,1
Wireless Networks,8
Wireless networks,5
Journal of Sensor and Actuator Networks,1
Commun. Special Issue on Ad-hoc Netw,1
Journal of Sensors,1
"
"
An OSPF-integrated routing strategy for QoS-aware energy saving in IP backbone networks
Computing,1
Computer Networks,7
Wireless Networks,4
Wireless networks,1
Computer Communications,1
Telecommunication Systems,1
"
"
DTRAB: Combating against attacks on encrypted protocols through traffic-feature analysis
arXiv preprint arXiv:1308.3559,1
IEEE network,1
Wireless Networks,5
Computers & Electrical Engineering,1
Computer Communications,1
Multimedia Tools and Applications,1
Computers & Mathematics with Applications,1
IEEE Access,1
"
"
A biology-based algorithm to minimal exposure problem of wireless sensor networks
Artificial Intelligence Review,1
2016,1
Wireless Networks,18
Ad Hoc Networks,1
IEEE Access,1
"
"
Interoperable and adaptive fuzzy services for ambient intelligence applications
Soft Computing,5
Fuzzy Systems (FUZZ),1
Systems,1
Telecommunication Systems,1
Applied Soft Computing,1
Information Sciences,1
Neurocomputing,1
"
"
