Paper Title: Achieving real-time target tracking usingwireless sensor networks
12,Social sensing,14
13,Leveraging smartphone cameras for collaborative road advisories,1
14,Indoor weather stations: investigating a ludic approach to environmental HCI through batch prototyping,No PDF Found
15,Ikarus: large-scale participatory sensing at high altitudes,2
16,Hiding in the mobile crowd: Locationprivacy through collaboration,1
17,Smartroad: a crowd-sourced traffic regulator detection and identification system,1
18,Exploitation of physical constraints for reliable social sensing,1
19,Using smart-phones and floor plans for indoor location tracking-Withdrawn,0
20,The sparse regression cube: A reliable modeling technique for open cyber-physical systems,1
21,Social drive: a crowdsourcing-based vehicular social networking system for green transportation,No PDF Found
22,Distance and time based node selection for probabilistic coverage in people-centric sensing,No PDF Found
23,Efficient 3g budget utilization in mobile participatory sensing applications,1
24,Crowdsensing maps of on-street parking spaces,1
25,Mutual privacy-preserving regression modeling in participatory sensing,4
26,On credibility estimation tradeoffs in assured social sensing,No PDF Found
27,Its for sustainable mobility: A survey on applications and impact assessment tools,1
28,Energy-efficient opportunistic coverage for people-centric urban sensing,0
29,A decade of wireless sensing applications: Survey and taxonomy,No PDF Found
30,Carma: towards personalized automotive tuning,1
,Total,47
"
"
Paper Title: RID: Radio interference detection in wireless sensor networks
Citing Paper Number,Paper Title,Over-cite Count
1,Opportunities and challenges of wireless sensor networks in smart grid,1
2,ATPC: adaptive transmission power control for wireless sensor networks,3
3, MMSN: Multi-Frequency Media Access Control for Wireless Sensor Networks.,2
4,Realistic and efficient multi-channel communications in wireless sensor networks,2
5,Link scheduling in wireless sensor networks: distributed edge-coloring revisited,0
6,Radio link quality estimation in wireless sensor networks: a survey,0
7,Does wireless sensor network scale? A measurement study on GreenOrbs,3
8, Wireless Sensor Networks.,0
9,Developing ZigBee deployment guideline under WiFi interference for smart grid applications,0
10,A survey on jamming attacks and countermeasures in WSNs,No PDF Found
11,A measurement study of interference modeling and scheduling in low-power wireless networks,1
12,Online and remote motor energy monitoring and fault diagnostics using wireless sensor networks,1
13,Data gathering in wireless sensor networks with mobile collectors,1
14, Crowded spectrum in wireless sensor networks,2
15,Distributed time-optimal scheduling for convergecast in wireless sensor networks,No PDF Found
16,Detection of reactive jamming in sensor networks,No PDF Found
17,Multichannel superframe scheduling for IEEE 802.15. 4 industrial wireless sensor networks,2
18,Tour planning for mobile data-gathering mechanisms in wireless sensor networks,1
19,Adaptive interference-aware multi-channel clustering algorithm in a Zigbee network in the presence of WLAN interference,No PDF Found
20,TDMA-ASAP: Sensor network TDMA scheduling with adaptive slot-stealing and parallelism,No PDF Found
21,Making sensornet MAC protocols robust against interference,1
22,Dynamic conflict-free query scheduling for wireless sensor networks,1
23,Real-time query scheduling for wireless sensor networks,2
24,Resource-aware and link quality based routing metric for wireless sensor and actor networks,No PDF Found
25,Chip error pattern analysis in IEEE 802.15. 4,No PDF Found
26,RSS-based carrier sensing and interference estimation in 802.11 wireless networks,1
27,Distributed latency-energy minimization and interference avoidance in TDMA wireless sensor networks,0
28,Passive interference measurement in wireless sensor networks,1
29,Multi-channel interference measurement and modeling in low-power wireless networks,4
30,Throughput-aware routing for industrial sensor networks: Application to isa100. 11a,1
,Total,30
"
"
Paper Title: Assignment and scheduling communicating periodic tasks in distributed real-time systems
Citing Paper Number,Paper Title,Over-cite Count
1,Combined task and message scheduling in distributed real-time systems,2
2,Static analysis and dynamic steering of time-dependent systems,1
3,Allocation of periodic task modules with precedence and deadline constraints in distributed real-time systems,0
4,Minimum and maximum utilization bounds for multiprocessor rate monotonic scheduling,1
5, Greedy Heuristics for Resource Allocation in Dynamic Distributed Real-Time Heterogeneous Computing Systems.,No PDF Found
6,Optimal combined task and message scheduling in distributed real-time systems,2
7,Solving a real-time allocation problem with constraint programming,2
8,Online resource management in a multiprocessor with a network-on-chip,1
9,Allocation of periodic task modules with precedence and deadline constraints in distributed real-time systems,No PDF Found
10, Multiprocessor Scheduling Using Hybrid Particle Swarm Optimization with Dynamically Varying Inertia.,1
11,An evaluation of SMT-based schedule synthesis for time-triggered multi-hop networks,No PDF Found
12,Rtsat--an optimal and efficient approach to the task allocation problem in distributed architectures,No PDF Found
13,Minimum and maximum utilization bounds for multiprocessor RM scheduling,No PDF Found
14, Dynamic task scheduling with load balancing using hybrid particle swarm optimization,1
15,Improving scalability of task allocation and scheduling in large distributed real-time systems using shared buffers,1
16,A metric and mixed-integer-programming-based approach for resource allocation in dynamic real-time systems,1
17,"Planning and resource allocation for hard real-time, fault-tolerant plan execution",4
18,Replication and allocation of task modules in distributed real-time systems,No PDF Found
19,Data plan activation and modification,No PDF Found
20,Dynamic task scheduling with load balancing using parallel orthogonal particle swarm optimisation,No PDF Found
21,Synthesis of static communication schedules for mixed-criticality systems,No PDF Found
22,Hierarchical distributed architectures for autonomous mobile robots: a case study,No PDF Found
23,A methodology for the development of distributed real-time control applications with focus on task allocation in heterogeneous systems,1
24,A computing resource management framework for software-defined radios,1
25, Temporal analysis and scheduling of hard real-time radios running on a multi-processor,1
26,Minimising task migration and priority changes in mode transitions,1
27, Solving embedded system scheduling problems using constraint programming,No PDF Found
28,Allocating and scheduling tasks in multiple fieldbus real-time systems,No PDF Found
29,Heuristic techniques for allocating and scheduling communicating periodic tasks in distributed real-time systems,No PDF Found
30, QoS adaptation in real-time systems,0
,Total,21
"
"
Paper Title: The liteos operating system: Towards unix-like abstractions for wireless sensor networks
Citing Paper Number,Paper Title,Over-cite Count
1,Programming wireless sensor networks: Fundamental concepts and state of the art,3
2, Operating systems for wireless sensor networks: A survey,No PDF Found
3, TOSThreads: thread-safe and non-invasive preemption in TinyOS.,No PDF Found
4,Declarative tracepoints: a programmable and application independent debugging system for wireless sensor networks,3
5,Dustminer: troubleshooting interactive complexity bugs in sensor networks,6
6,"Internet of things: A survey on enabling technologies, protocols, and applications",No PDF Found
7,Providing OS support for wireless sensor networks: challenges and approaches,No PDF Found
8,Lorien: a pure dynamic component-based operating system for wireless sensor networks,1
9,Real deployments of wireless sensor networks,No PDF Found
10,Virtual battery: An energy reserve abstraction for embedded sensor networks,4
11,[BOOK][B] The emerging domain of Cooperating Objects,No PDF Found
12,Type-safe updating for modular WSN software,1
13,"Senspire OS: A predictable, flexible, and efficient operating system for wireless sensor networks",0
14,"CMAC, CCM and GCM/GMAC: Advanced modes of operation of symmetric block ciphers in wireless sensor networks",1
15,Bringing pervasive embedded networks to the service cloud: A lightweight middleware approach,2
16,Dynamic linking and loading in networked embedded systems,1
17, Operating systems and network protocols for wireless sensor networks,No PDF Found
18,Enix: a lightweight dynamic operating system for tightly constrained wireless sensor platforms,No PDF Found
19,"FIT: a flexible, lightweight, and real-time scheduling system for wireless sensor platforms",0
20,A comparative study on operating system for wireless sensor networks,No PDF Found
21,TinyLTS: Efficient network-wide logging and tracing system for TinyOS,4
22, Wireless sensor network operating system design rules based on real-world deployment survey,No PDF Found
23,Wireless sensor network virtualization: A survey,1
24, Evaluation of the impact of furniture on communications performance for ubiquitous deployment of wireless sensor networks in smart homes,No PDF Found
25,Optimizing in-network aggregate queries in wireless sensor networks for energy saving,2
26,Adaptive service provisioning for enhanced energy efficiency and flexibility in wireless sensor networks,0
27,Evolution of software-defined sensor networks,No PDF Found
28,On authentication method impact upon data sampling delay in wireless sensor networks,No PDF Found
29,SenSmart: adaptive stack management for multitasking sensor networks,0
30,Community Sensor Grids: Virtualization for sharing across domains,No PDF Found
,Total,29
"
"
Paper Title: Web content adaptation to improve server overload behavior
Citing Paper Number,Paper Title,Over-cite Count
1,Performance guarantees for web server end-systems: A control-theoretical approach,10
2,An analytical model for multi-tier internet services and its applications,No PDF Found
3,A method for transparent admission control and request scheduling in e-commerce web sites,3
4,Session-based admission control: A mechanism for peak load management of commercial web sites,1
5,Agile dynamic provisioning of multi-tier internet applications,0
6,Web server QoS management by adaptive content delivery,1
7,Puppeteer: Component-based Adaptation for Mobile Computing.,0
8,Web servers under overload: How scheduling can help,1
9,Controlware: A middleware architecture for feedback control of software performance,10
10,Framework for adaptive content delivery in heterogeneous network environments,0
11,Session-based overload control in qos-aware web servers,No PDF Found
12,Differentiated caching services; a control-theoretical approach,3
13,WebView materialization,No PDF Found
14,Triage: Performance isolation and differentiation for storage systems,0
15,Analytic modeling of multitier internet applications,0
16,Reduction of quality (RoQ) attacks on Internet end-systems,0
17,Triage: Performance differentiation for storage systems using adaptive control,0
18,Modeling and performance control of internet servers,5
19,Application-level differentiated multimedia Web services using quality aware transcoding,0
20, Web2K: Bringing QoS to web servers,No PDF Found
21,Transcoding: Extending e-business to new environments,0
22, Cataclysm: Handling extreme overloads in internet services,1
23,Cataclysm: policing extreme overloads in internet applications,1
24,Session-based adaptive overload control for secure dynamic web applications,1
25,Overload control in QoS-aware web servers,No PDF Found
26,[BOOK][B] Web caching and its applications,No PDF Found
27,A survey on performance management for internet applications,3
28,Quality-of-service differentiation on the internet: A taxonomy,2
29,Understanding the management of client perceived response time,No PDF Found
30,Improving learner quality of experience by content adaptation based on network conditions,1
,Total,43
"
"
Paper Title: Performance specifications and metrics for adaptive real-time systems
Citing Paper Number,Paper Title,Over-cite Count
1,[BOOK][B] Feedback control of computing systems,0
2,"Feedback control real-time scheduling: Framework, modeling, and algorithms",No PDF Found
3,Real time scheduling theory: A historical perspective,No PDF Found
4,Feedback–feedforward scheduling of control tasks,2
5,A feedback control approach for guaranteeing relative delays in web servers,No PDF Found
6, Integrated control and real-time scheduling,No PDF Found
7,Real-time databases and data services,No PDF Found
8,Analysis of a reservation-based feedback scheduler,1
9,STAR: secure real-time transaction processing with timeliness guarantees,No PDF Found
10,Feedback control scheduling in distributed real-time systems,7
11,Controlware: A middleware architecture for feedback control of software performance,10
12,Adaptive workload management through elastic scheduling,No PDF Found
13, Scheduling and locking in multiprocessor real-time operating systems,0
14,Self-managing systems: A control theory foundation,No PDF Found
15,A QoS-sensitive approach for timeliness and freshness guarantees in real-time databases,No PDF Found
16,[BOOK][B] Soft Real-Time Systems,No PDF Found
17,A control theory foundation for self-managing computing systems,5
18,Qos control strategies for high-quality video processing,0
19,Using fuzzy control to maximize profits in service level management,1
20,Optimizing quality of service using fuzzy control,No PDF Found
21,Performance adaptation in real-time intrusion detection systems,No PDF Found
22,Hybrid modeling and simulation of genetic regulatory networks: A qualitative approach,No PDF Found
23,A framework for evaluating quality-driven self-adaptive software systems,1
24,Qos management through adaptive reservations,2
25, Feedback control real-time scheduling,0
26,Introduction to control theory and its application to computing systems,No PDF Found
27,Control-scheduling codesign: A perspective on integrating control and computing,6
28,Feedback control real-time scheduling in ORB middleware,3
29,A cyber-physical systems approach to energy management in data centers,3
30,Service differentiation in real-time main memory databases,No PDF Found
,Total,41
"
"
Paper Title: Scalable logical coordinates framework for routing in wireless sensor networks
Citing Paper Number,Paper Title,Over-cite Count
1,Wireless sensor networks: A survey on the state of the art and the 802.15. 4 and ZigBee standards,2
2,Beacon vector routing: Scalable point-to-point routing in wireless sensornets,No PDF Found
3,From manet to ietf roll standardization: A paradigm shift in wsn routing protocols,No PDF Found
4,Declarative tracepoints: a programmable and application independent debugging system for wireless sensor networks,3
5,Location verification and trust management for resilient geographic routing,4
6, Implementation of Gradient Routing in Wireless Sensor Networks.,0
7,[BOOK][B] Algorithms for sensor and ad hoc networks: advanced lectures,No PDF Found
8,SGF: a state-free gradient-based forwarding protocol for wireless sensor networks,No PDF Found
9,Aligned virtual coordinates for greedy routing in WSNs,2
10,Convex partition of sensor networks and its use in virtual coordinate geographic routing,1
11,ALBA-R: Load-balancing geographic routing around connectivity holes in wireless sensor networks,No PDF Found
12,Practical 3D geographic routing for wireless sensor networks,No PDF Found
13,Centroid virtual coordinates–A novel near-shortest path routing paradigm,1
14,Virtual coordinates with backtracking for void traversal in geographic routing,2
15,ucast: Unified connectionless multicast for energy efficient content distribution in sensor networks,4
16,A multifrequency MAC specially designed for wireless sensor network applications,No PDF Found
17,Scalable integrated routing using prefix labels and distributed hash tables for MANETs,No PDF Found
18,Localised alpha-shape computations for boundary recognition in sensor networks,1
19,Improving end-to-end routing performance of greedy forwarding in sensor networks,2
20,LL-MAC: A low latency MAC protocol for wireless self-organised networks,0
21,Sidewinder: a predictive data forwarding protocol for mobile wireless sensor networks,2
22,Routing in wireless networks with position trees,0
23,PROSE: scalable routing in MANETs using prefix labels and distributed hashing,No PDF Found
24, Probabilistic verification of sensor networks.,1
25,Load balanced and efficient hierarchical data-centric storage in sensor networks,1
26,CSR: Convex Subspace Routing protocol for wireless sensor networks,No PDF Found
27,Localised convex hulls to identify boundary nodes in sensor networks,1
28,Cognitive networking of large scale wireless systems,1
29, Topology preserving maps from virtual coordinates for wireless sensor networks.,1
30,Aligned virtual coordinates for greedy geometric routing in WSNs,No PDF Found
,Total,29
"
"
Paper Title: Feedback control architecture and design methodology for service delay guarantees in web servers
Citing Paper Number,Paper Title,Over-cite Count
1,"Autoscale: Dynamic, robust capacity management for multi-tier data centers",0
2,A systematic survey on the design of self-adaptive software systems using control engineering approaches,No PDF Found
3,Power optimization for dynamic configuration in heterogeneous web server clusters,2
4,URL: A unified reinforcement learning approach for autonomic cloud management,2
5,Self-adaptive software meets control theory: A preliminary approach supporting reliability requirements,0
6,Autonomic provisioning with self-adaptive neural fuzzy control for end-to-end delay guarantee,3
7,Efficient server provisioning with control for end-to-end response time guarantee on multitier clusters,3
8,Comparison of decision-making strategies for self-optimization in autonomic computing systems,0
9,Stochastic approximation control of power and tardiness in a three-tier web-hosting cluster,1
10,A multi-model framework to implement self-managing control systems for QoS management,No PDF Found
11,Automated design of self-adaptive software with control-theoretical formal guarantees,0
12,High-performance resource allocation and request redirection algorithms for web clusters,1
13,Hammerstein–Wiener nonlinear model based predictive control for relative QoS performance and resource management of software systems,2
14,Robust runtime optimization of data transfer in queries over web services,4
15,Feedback-controlled resource sharing for predictable eScience,1
16,Decision making in autonomic computing systems: comparison of approaches and techniques,No PDF Found
17,Predictable high-performance computing using feedback control and admission control,0
18,A survey of resource management in multi-tier web applications,6
19,Seec: A framework for self-aware computing,No PDF Found
20,Self-tuning virtual machines for predictable escience,No PDF Found
21,Software engineering meets control theory,1
22,Adaptive resource allocation for service-based systems,2
23,An adaptive tradeoff model for service performance and security in service-based systems,No PDF Found
24,Autonomic provisioning with self-adaptive neural fuzzy control for percentile-based delay guarantee,0
25,Self-∗ through self-learning: Overload control for distributed web systems,2
26,SEEC: A framework for self-aware management of multicore resources,No PDF Found
27, Coordinated allocation and scheduling of multiple resources in real-time operating systems,0
28,Boosting the performance of computing systems through adaptive configuration tuning,1
29,An approximation-based load-balancing algorithm with admission control for cluster web servers with dynamic workloads,2
30,[CITATION][C] SISO PIDF controller in an energy-efficient multi-tier web server cluster for e-commerce,3
,Total,36
"
"
Paper Title: Feedback control scheduling in distributed real-time systems
Citing Paper Number,Paper Title,Over-cite Count
1,SPEED: A stateless protocol for real-time communication in sensor networks,2
2,Real time scheduling theory: A historical perspective,No PDF Found
3,Real-time communication and coordination in embedded sensor networks,6
4,A spatiotemporal communication protocol for wireless sensor networks,5
5,Stabilization of arbitrary switched linear systems with unknown time-varying delays,1
6," By Tarek F. Abdelzaher, John A. Stankovic, Chenyang Lu, Ronghua Zhang, and Ying Lu",11
7,Real-time databases and data services,No PDF Found
8,Feedback utilization control in distributed real-time systems with end-to-end tasks,3
9,Feedback control with queueing-theoretic prediction for relative delay guarantees in web servers,12
10,An adaptive control framework for qos guarantees and its application to differentiated caching,9
11,Triage: Performance isolation and differentiation for storage systems,0
12,Triage: Performance differentiation for storage systems using adaptive control,0
13,Power-efficient response time guarantees for virtualized enterprise servers,7
14,SPEED: A real-time routing protocol for sensor networks,1
15,DEUCON: Decentralized end-to-end utilization control for distributed real-time systems,3
16,Improved prediction for web server delay control,10
17,A systematic survey on the design of self-adaptive software systems using control engineering approaches,No PDF Found
18,Feedback control real-time scheduling in ORB middleware,3
19,DEECO: an ensemble-based component system,1
20,Feedback thermal control for real-time systems,1
21,Practical application of control theory to web services,5
22,An integrated energy aware wireless transmission system for QoS provisioning in wireless sensor network,3
23,End-to-end utilization control in distributed real-time systems,2
24,An adaptive framework for multiprocessor real-time system,4
25,Distributed utilization control for real-time clusters with load balancing,3
26,Power-aware cpu utilization control for distributed real-time systems,2
27,Honoring SLAs on cloud computing services: a control perspective,2
28,Double-loop feedback-based scheduling approach for distributed real-time systems,1
29,FC-ORB: A robust distributed real-time embedded middleware with end-to-end utilization control,0
30,QoS management in replicated real-time databases,3
,Total,100
"
"
Paper Title: Analysis of target detection performance for wireless sensor networks
Citing Paper Number,Paper Title,Over-cite Count
1,Deploying wireless sensors to achieve both coverage and connectivity,1
2,Achieving real-time target tracking usingwireless sensor networks,9
3,Reliable density estimates for coverage and connectivity in thin strips of finite length,No PDF Found
4,Complete optimal deployment patterns for full-coverage and k-connectivity (k≤ 6) wireless sensor networks,1
5, Forest Fire Modeling and Early Detection using Wireless Sensor Networks.,1
6,Deploying four-connectivity and full-coverage wireless sensor networks,1
7,Probabilistic detection of mobile targets in heterogeneous sensor networks,1
8,Design and analysis of sensing scheduling algorithms under partial coverage for object detection in sensor networks,4
9,A study of k-coverage and measures of connectivity in 3D wireless sensor networks,1
10,Optimal deployment patterns for full coverage and k-connectivity (k≤ 6) wireless sensor networks,1
11,An effective genetic algorithm to improve wireless sensor network lifetime for large-scale surveillance applications,1
12,A probabilistic coverage protocol for wireless sensor networks,No PDF Found
13,Achieving long-term surveillance in vigilnet,6
14,Low-connectivity and full-coverage three dimensional wireless sensor networks,1
15,Localized algorithms for coverage boundary detection in wireless sensor networks,1
16,Sensor node lifetime analysis: Models and tools,No PDF Found
17,Connected coverage in wireless networks with directional antennas,0
18,Optimal patterns for four-connectivity and full coverage in wireless sensor networks,1
19,Analytic evaluation of target detection in heterogeneous wireless sensor networks,1
20,Asynchronous random sleeping for sensor networks,0
21, Coverage-guaranteed sensor node deployment strategies for wireless sensor networks,No PDF Found
22,Energy-efficient protocol for deterministic and probabilistic coverage in sensor networks,1
23,Constructing low-connectivity and full-coverage three dimensional sensor networks,1
24,Probability-based prediction and sleep scheduling for energy-efficient target tracking in sensor networks,3
25,Pattern mutation in wireless sensor deployment,1
26,Gaussian versus uniform distribution for intrusion detection in wireless sensor networks,1
27,Design and optimization of distributed sensing coverage in wireless sensor networks,0
28,ANDES: an ANalysis-based DEsign tool for wireless Sensor networks,No PDF Found
29,Notice of Violation of IEEE Publication Principles Optimal multiple-coverage of sensor networks,1
30,Impact of data fusion on real-time detection in sensor networks,4
,Total,43
"
"
Paper Title: Controlware: A middleware architecture for feedback control of software performance
Citing Paper Number,Paper Title,Over-cite Count
1,Real time scheduling theory: A historical perspective,No PDF Found
2,Dynamic resource allocation for shared data centers using online measurements,4
3," By Tarek F. Abdelzaher, John A. Stankovic, Chenyang Lu, Ronghua Zhang, and Ying Lu",11
4,Cyber–physical systems: A perspective at the centennial,No PDF Found
5,Feedback control with queueing-theoretic prediction for relative delay guarantees in web servers,12
6,Dynamic knobs for responsive power-aware computing,1
7,An adaptive control framework for qos guarantees and its application to differentiated caching,9
8,A real-time service-oriented architecture for industrial automation,1
9,Managing deadline miss ratio and sensor data freshness in real-time databases,2
10,An observation-based approach towards self-managing web servers,3
11,AQuoSA—adaptive quality of service architecture,1
12,Self-managing systems: A control theory foundation,No PDF Found
13,A control theory foundation for self-managing computing systems,5
14,Qos management through adaptive reservations,2
15,Control-scheduling codesign: A perspective on integrating control and computing,6
16,A systematic survey on the design of self-adaptive software systems using control engineering approaches,No PDF Found
17,Feedback control real-time scheduling in ORB middleware,3
18,On the integration of application level and resource level QoS control for real-time applications,2
19,METE: meeting end-to-end QoS in multicores through system-wide resource management,1
20,SHARP control: controlled shared cache management in chip multiprocessors,2
21,Practical application of control theory to web services,5
22,A component-based approach to the design of networked control systems,0
23,Conclusions of the ARTIST2 roadmap on control of computing systems,No PDF Found
24,Comparison of decision-making strategies for self-optimization in autonomic computing systems,0
25,Main effects screening: a distributed continuous quality assurance process for monitoring performance degradation in evolving software systems,No PDF Found
26,Hammerstein–Wiener nonlinear model based predictive control for relative QoS performance and resource management of software systems,2
27,FC-ORB: A robust distributed real-time embedded middleware with end-to-end utilization control,0
28,A generalized software framework for accurate and efficient management of performance goals,0
29,Addressing timeliness/accuracy/cost tradeoffs in information collection for dynamic environments,1
30,Effective web service load balancing through statistical monitoring,No PDF Found
,Total,73
"
"
Paper Title: Feedback control with queueing-theoretic prediction for relative delay guarantees in web servers
Citing Paper Number,Paper Title,Over-cite Count
1,Real time scheduling theory: A historical perspective,No PDF Found
2,The future of software performance engineering,No PDF Found
3,Feedback control architecture and design methodology for service delay guarantees in web servers,6
4,Reduction of quality (RoQ) attacks on Internet end-systems,0
5,Hierarchical model-based autonomic control of software systems,2
6,Predictive control for dynamic resource allocation in enterprise data centers,5
7,eQoS: Provisioning of client-perceived end-to-end qos guarantees in web servers,4
8,Improved prediction for web server delay control,10
9,Tracking time-varying parameters in software systems with extended Kalman filters,2
10,A systematic survey on the design of self-adaptive software systems using control engineering approaches,No PDF Found
11,A cyber-physical systems approach to energy management in data centers,3
12,Service system resource management based on a tracked layered performance model,No PDF Found
13,A performance analysis method for autonomic computing systems,No PDF Found
14,Exploring alternative approaches to implement an elasticity policy,No PDF Found
15,A qos control mechanism to provide service differentiation and overload protection to internet scalable servers,4
16,Robust processing rate allocation for proportional slowdown differentiation on internet servers,5
17,Feedback-control-based performance regulation for multi-tenant applications,No PDF Found
18,Chronos: Feedback control of a real database system performance,2
19,Hammerstein–Wiener nonlinear model based predictive control for relative QoS performance and resource management of software systems,2
20,Using policies to drive autonomic management,No PDF Found
21,The use of optimal filters to track parameters of performance models,2
22,Improving architecture-based self-adaptation through resource prediction,1
23,Comparing the use of bayesian networks and neural networks in response time modeling for service-oriented systems,No PDF Found
24,An analytical approach to providing controllable differentiated quality of service in web servers,2
25,Short-term prediction models for server management in Internet-based contexts,2
26,Resource allocation for session-based two-dimensional service differentiation on e-commerce servers,2
27,A survey of resource management in multi-tier web applications,6
28,Autonomic load-testing framework,1
29,[BOOK][B] Scalable and secure Internet services and architecture,No PDF Found
30,Dec: Service demand estimation with confidence,1
,Total,62
"
"
Paper Title: Queueing model based network server performance control
Citing Paper Number,Paper Title,Over-cite Count
1,Real time scheduling theory: A historical perspective,No PDF Found
2,Dynamic voltage scaling in multitier web servers with end-to-end delay control,1
3,Feedback control architecture and design methodology for service delay guarantees in web servers,6
4,On the use of fuzzy modeling in virtualized data center management,1
5,Feedback control with queueing-theoretic prediction for relative delay guarantees in web servers,12
6,Utility-driven workload management using nested control design,No PDF Found
7,Online response time optimization of apache web server,No PDF Found
8,Autonomic resource management in virtualized data centers using fuzzy logic-based approaches,2
9,Self-managing systems: A control theory foundation,No PDF Found
10,A smart hill-climbing algorithm for application server configuration,1
11,A control theory foundation for self-managing computing systems,5
12,Integrating adaptive components: An emerging challenge in performance-adaptive systems and a server farm case-study,5
13,Adaptive control of multi-tiered web applications using queueing predictor,No PDF Found
14,Predictive control for dynamic resource allocation in enterprise data centers,5
15,eQoS: Provisioning of client-perceived end-to-end qos guarantees in web servers,4
16,Improved prediction for web server delay control,10
17,Modeling 3-tiered web applications,2
18,Control-scheduling codesign: A perspective on integrating control and computing,6
19,RDDS: A real-time data distribution service for cyber-physical systems,1
