Paper Title: Body area networks: A survey
4,Cloud job access control scheme based on Gaussian process regression and reinforcement learning,No PDF Found
5,Bidirectional bidding for efficient allocation of multiple resources in clouds,No PDF Found
6,A cluster-based dual-adaptive topology control approach in wireless sensor networks,3
7,A process-mining-based scenarios generation method for SOA application development,0
8,Evidence Combination from an Evolutionary Game Theory Perspective,7
9,A QoS evolutionary method of cloud service based on user utility model,No PDF Found
10,Distributed Consensus of Stochastic Delayed Multi-agent Systems Under Asynchronous Switching,7
11,Resource trading in cloud environments for utility maximisation using game theoretic modelling approach,No PDF Found
12,A survey and taxonomy on energy efficient resource allocation techniques for cloud computing systems,1
13,An efficient game-theoretic approach for resource management in Cloud Federation,No PDF Found
14,Stability property of clouds and cooperative scheduling policies on multiple types of resources in cloud computing,1
15,Resource Allocation in Cloud Computing Using the Uncertainty Principle of Game Theory,2
16,ROAR: A QoS-oriented modeling framework for automated cloud resource allocation and optimization,0
17,Solving Potential Games with Dynamical Constraint,2
18,Bias reduction for the maximum likelihood estimator of the doubly-truncated Poisson distribution,0
19,An Online Mechanism for Resource Allocation and Pricing in Clouds,5
20,Effective QoS-aware novel resource allocation model for body sensor-integrated cloud platform,No PDF Found
21,Service provisioning problem in cloud and multi-cloud systems,No PDF Found
22,Cooperative game theoretic approach for job scheduling in cloud computing,No PDF Found
23,User-centric adaptation analysis of multi-tenant services,No PDF Found
24,Design and implementation of distributed resource management for time-sensitive applications,1
25,Mean-Field Games for Resource Sharing in Cloud-Based Networks,No PDF Found
26,An Evolutionary Game Theoretic Approach for Efficient Virtual Machine Deployment in Green Cloud,No PDF Found
27,Group technology-based model and cuckoo optimization algorithm for resource allocation in cloud computing,No PDF Found
28,Cooperation dynamics on mobile crowd networks of device-to-device communications,No PDF Found
29,Expression and enforcement of security policy for virtual resource allocation in IaaS cloud,No PDF Found
30,Cloud flat rates enabled via fair multi-resource consumption,No PDF Found
31,Interaural time difference discrimination as a function of frequency and time differences,No PDF Found
32,A CBR approach to allocate computational resources within a cloud platform,No PDF Found
33,A game-based incentive model for service cooperation in VANETs,2
34,Admission control in cloud computing using game theory,1
35,A two-stage approach for task and resource management in multimedia cloud environment,0
36,Handling uncertainty in cloud resource management using fuzzy Bayesian networks,1
37,Reinforcement-learning-based efficient resource allocation with demand-side adjustments,No PDF Found
38,A survey on data center networking for cloud computing,7
39,Fairly sharing the network for multitier applications in clouds,No PDF Found
40,Security-Aware Virtual Machine Allocation in the Cloud: A Game Theoretic Approach,No PDF Found
,Total,54
"
"
Paper Title: Molecular communication and networking: Opportunities and challenges
Citing Paper Number,Paper Title,Over-cite Count
1,Channel Estimation for Diffusive Molecular Communications,1
2,Synchronization of Bio-Nanomachines Based on Molecular Diffusion,3
3,A Clock Synchronization Method for Molecular Nanomachines in Bionanosensor Networks,4
4,Study of environmental effects on the connectivity of molecular communication based Internet of Nano things,No PDF Found
5,Parameter estimation of inverse Gaussian channel for diffusion-based molecular communication,2
6,Performance Analysis of Diffusion-Based Molecular Communications with Memory,1
7,Reliability and delay analysis of multicast in binary molecular communication,No PDF Found
8,Modeling and Analysis of SiNW FET-Based Molecular Communication Receiver,2
9,Reconstruction of graph signals through percolation from seeding nodes,1
10,Stochastic systems of diffusion equations with polynomial reaction terms,No PDF Found
11,Leader-follower based target detection model for mobile molecular communication networks,No PDF Found
12,Electro-molecular Assembly: Electrical Writing of Information into an Erasable Polysaccharide Medium,No PDF Found
13,Reference broadcast synchronization scheme for nanomachines,1
14,Receiver design for diffusion-based molecular communication: Gaussian mixture modeling,No PDF Found
15,Channel estimation techniques for diffusion-based molecular communications,No PDF Found
16,Ion Channel Based Bio-Synthetic Modulator for Diffusive Molecular Communication,4
17,A comprehensive survey of recent advancements in molecular communication,3
18,Adaptive probabilistic flooding for nanonetworks employing molecular communication,No PDF Found
19,Exploring molecular distributed detection,No PDF Found
20,Maximum Likelihood Estimation of SNR for Diffusion-Based Molecular Communication,2
21,Linear network operators using node-variant graph filters,No PDF Found
22,A feedback-based molecular communication protocol for noisy intrabody environments,No PDF Found
23,On the physical design of molecular communication receiver based on nanoscale biosensors,2
24,Packet Fragmentation and Reassembly in Molecular Communication,No PDF Found
25,A Novel Electrical Model for Advection-Diffusion-Based Molecular Communication in Nanonetworks,1
26,Diffusion-based molecular communication and body-area nano-networks,No PDF Found
27,Security vulnerabilities and countermeasures for target localization in Bio-NanoThings communication networks,5
28,Characterizing Nanoscale Transient Communication,No PDF Found
29,Low-Complexity Adaptive Threshold Detection for Molecular Communication,No PDF Found
30,Molecular communication model for targeted drug delivery in multiple disease sites with diversely expressed enzymes,No PDF Found
31,Effect of retroactivity on the performance of molecular communication networks,No PDF Found
32,Influence of inter-nanoparticle interaction on nanonetworks-based molecular communications,1
33,Molecular MIMO: From Theory to Prototype,1
34,The internet of molecular things based on FRET,1
35,Connectivity model for molecular communication-based nanomachines network in normal and sub-diffusive regimes,No PDF Found
36,Low-Complexity Noncoherent Signal Detection for Nanoscale Molecular Communications,No PDF Found
37,Analysis of ARQ protocols for bacterial quorum communications,0
38,Networks of bacteria colonies: A new framework for reliable molecular communication networking,1
39,In-Body network biomedical applications: from modeling to experimentation,No PDF Found
40,Adaptive Transmission Rate with a Fixed Threshold Decoder for Diffusion-Based Molecular Communication,4
,Total,40
"
"
Paper Title: A survey of green mobile networks: Opportunities and challenges
Citing Paper Number,Paper Title,Over-cite Count
1,PowerNap: a power-aware distributed Wi-Fi access point scheduling algorithm,7
2,An optimized aggregate marker algorithm for bandwidth fairness improvement in classifying traffic networks,13
3,Survey of radio resource management issues and proposals for energy-efficient cellular networks that will cover billions of machines,11
4,Mobility management for IoT: a survey,19
5,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,3
6,A forwarding scheme based on swarm intelligence and percolation centrality in opportunistic networks,6
7,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
8,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
9,Sharing spray and wait routing algorithm in opportunistic networks,4
10,Oblivious routing in wireless mesh networks,18
11,A social overlay-based forwarding scheme for mobile social networks,20
12,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
13,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
14,Using ICT energy consumption for monitoring ICT usage in an enterprise,No PDF Found
15,Microgrids for base stations: Renewable energy prediction and battery bank management for effective state of charge control,No PDF Found
16,The role of multimedia source codecs in green cellular networks,0
17,Insight into the impact of energy caps on the costs of cellular networks with different layouts and technologies,1
18,Design and operation of energy efficient heterogeneous mobile networks,0
19,On MAC optimization for large-scale wireless sensor network,7
20,Maximizing energy efficiency in heterogeneous cellular network with massive MIMO and small cells,No PDF Found
21,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
22,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
23,Priority based efficient data scheduling technique for VANETs,11
24,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
25,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
26,A Tabu search based routing algorithm for wireless sensor networks,0
27,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
28,A power control solution for multicast service in green wireless cellular railway network,No PDF Found
29,Assessment of the peak-to-average power ratio in different channel organization strategies,3
30,User-centric cross-tier base station clustering and cooperation in heterogeneous networks: Rate improvement and energy saving,0
31,Cross layer design in multi-hop networks with adaptive modulation along with constellation rearrangement,7
32,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
33,Optimizing routing based on congestion control for wireless sensor networks,22
34,LIP: an efficient lightweight iterative positioning algorithm for wireless sensor networks,6
35,From immune cells to self-organizing ultra-dense small cell networks,0
36,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
37,Simulation studies of the power consumptions of a base transceiver station,No PDF Found
38,Large-scale validation and benchmarking of a network of power-conservative systems using ETSI's Green Abstraction Layer,No PDF Found
39,A survey of energy efficiency optimization in heterogeneous cellular networks,No PDF Found
40,Green downlink radio management based cognitive radio LTE hetnets,No PDF Found
,Total,256
"
"
Paper Title: Directional routing and scheduling for green vehicular delay tolerant networks
Citing Paper Number,Paper Title,Over-cite Count
1,Interference-aware high-throughput channel allocation mechanism for CR-VANETs,7
2,Preset delay broadcast: a protocol for fast information dissemination in vehicular ad hoc networks (VANETs),2
3,An optimized aggregate marker algorithm for bandwidth fairness improvement in classifying traffic networks,13
4,Minimum node degree of k-connected vehicular ad hoc networks in highway scenarios,4
5,Mobility-based routing algorithm in delay tolerant networks,0
6,Joint QoS provisioning and congestion control for multi-hop wireless networks,12
7,"Understanding STDMA via computer simulation: feasibility to vehicular safety applications, configurations, and time synchronization errors",0
8,An initial analysis of packet function-aware extension to Dijkstra algorithm for wireless networks,5
9,Mobility management for IoT: a survey,19
10,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,3
11,A novel weight based clustering algorithm for routing in MANET,0
12,Hybrid routing and load balancing protocol for wireless sensor network,0
13,A forwarding scheme based on swarm intelligence and percolation centrality in opportunistic networks,6
14,Shielding video streaming against packet losses over VANETs,3
15,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
16,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
17,QoE-based routing algorithms for H.264/SVC video over ad-hoc networks,1
18,Sharing spray and wait routing algorithm in opportunistic networks,4
19,Oblivious routing in wireless mesh networks,18
20,A social overlay-based forwarding scheme for mobile social networks,20
21,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
22,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
23,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
24,A QoE centric distributed caching approach for vehicular video streaming in cellular networks,8
25,Towards a QoE-driven mechanism for improved H.265 video delivery,No PDF Found
26,Mobility prediction in mobile ad hoc networks using a lightweight genetic algorithm,3
27,A power quality online monitoring system oriented ZigBee routing optimization strategy,2
28,A grid based clustering and routing algorithm for solving hot spot problem in wireless sensor networks,8
29,Vehicle mobility driven by traditional drivers versus connected drivers,3
30,On MAC optimization for large-scale wireless sensor network,7
31,A Tabu search based routing algorithm for wireless sensor networks,0
32,SEAD: A simple and efficient adaptive data dissemination protocol in vehicular ad-hoc networks,1
33,Delay and link utilization aware routing protocol for wireless multimedia sensor networks,4
34,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
35,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
36,Priority based efficient data scheduling technique for VANETs,11
37,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
38,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
39,Betweenness centrality based connectivity aware routing algorithm for prolonging network lifetime in wireless sensor networks,24
40,Reliable routing in wireless sensor networks based on coalitional game theory,No PDF Found
,Total,233
"
"
Paper Title: An adaptive geometry-based stochastic model for non-isotropic MIMO mobile-to-mobile channels
Citing Paper Number,Paper Title,Over-cite Count
1,Two-Cylinder and Multi-Ring GBSSM for Realizing and Modeling of Vehicle-to-Vehicle Wideband MIMO Channels,1
2,A 3-D wideband multi-confocal ellipsoid model for wireless MIMO communication channels,No PDF Found
3,BER Performance of Spatial Modulation Systems Under 3-D V2V MIMO Channel Models,1
4,Geometry-Based One-Ring Models for MIMO Systems: Modeling Accuracy Assessment and Improvement,1
5,Joint TAS and power allocation for IHDAF relaying M2M cooperative networks,No PDF Found
6,A geometry-based stochastic approach to emulate V2V communications' main propagation channel metrics,No PDF Found
7,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
8,A generic non-stationary MIMO channel model for different high-speed train scenarios,No PDF Found
9,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
10,Channel Measurements and Models for High-Speed Train Communication Systems: A Survey,1
11,Performance evaluation for multi-antenna vehicular communication based on IEEE 802.11p standard,No PDF Found
12,A graph coloring resource sharing scheme for full-duplex cellular-VANET heterogeneous networks,No PDF Found
13,Spatial modulation orthogonal frequency division multiplexing with subcarrier index modulation for V2X communications,No PDF Found
14,Quadrature index modulated OFDM with interleaved grouping for V2X communications,No PDF Found
15,Urban intelligent parking system based on the parallel theory,No PDF Found
16,A multi-hop broadcast protocol for emergency message dissemination in urban vehicular ad hoc networks,1
17,A Novel Wideband MIMO Car-to-Car Channel Model Based on a Geometrical Semi-Circular Tunnel Scattering Model,1
18,Toward Proper Guard Zones for Link Signature,0
19,Learning the vehicular channel through the self-organization of frequencies,No PDF Found
20,Moving Virtual Array Measurement Scheme in High-Speed Railway,No PDF Found
21,"A Survey on High Mobility Wireless Communications: Challenges, Opportunities and Solutions",2
22,A geometrical-based 3D model for fixed MIMO BS-RS channels,No PDF Found
23,3D Wideband Non-Stationary Geometry-Based Stochastic Models for Non-Isotropic MIMO Vehicle-to-Vehicle Channels,2
24,Distributed User Scheduling for MIMO-Y Channel,4
25,A Security and Privacy Review of VANETs,2
26,Time-variant characteristics for Vehicle-to-Vehicle communications in highway scenario,No PDF Found
27,Empirical geometry-based random-cluster model for high-speed-train channels in UMTS networks,1
28,"Measurements and Analysis of Large-Scale Fading Characteristics in Curved Subway Tunnels at 920 MHz, 2400 MHz, and 5705 MHz",2
29,Differential spatial modulation in V2X,No PDF Found
30,Interference graph-based resource allocation (InGRA) for D2D communications underlaying cellular networks,1
31,D2D for intelligent transportation systems: A feasibility study,3
32,A measurement-based stochastic model for high-speed railway channels,2
33,Mobile-to-Mobile Wideband MIMO Channel Realization by Using a Two-Ring Geometry-Based Stochastic Scattering Model,1
34,Constructed Data Pilot-Assisted Channel Estimators for Mobile Environments,2
35,Adaptive message forwarding for avoiding broadcast storm and guaranteeing delay in active safe driving VANET,14
36,A Nonstationary Wideband MIMO Channel Model for High-Mobility Intelligent Transportation Systems,1
37,Performance analysis of V2V dynamic anchor position-based routing protocols,18
38,Device-to-device channel measurements and models: A survey,No PDF Found
39,Mobile-to-mobile channel measurements at 1.85 GHz in suburban environments,2
40,A performance study of spatial modulation systems under vehicle-to-vehicle channel models,No PDF Found
,Total,95
"
"
Paper Title: Routing for disruption tolerant networks: Taxonomy and design
Citing Paper Number,Paper Title,Over-cite Count
1,Preset delay broadcast: a protocol for fast information dissemination in vehicular ad hoc networks (VANETs),2
2,Limited area broadcast for warning message delivery over vehicular ad-hoc networks,4
3,Minimum node degree of k-connected vehicular ad hoc networks in highway scenarios,4
4,Mobility-based routing algorithm in delay tolerant networks,0
5,An initial analysis of packet function-aware extension to Dijkstra algorithm for wireless networks,5
6,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,3
7,A novel weight based clustering algorithm for routing in MANET,0
8,A forwarding scheme based on swarm intelligence and percolation centrality in opportunistic networks,6
9,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
10,An adaptive and efficient buffer management scheme for resource-constrained delay tolerant networks,1
11,Sharing spray and wait routing algorithm in opportunistic networks,4
12,Oblivious routing in wireless mesh networks,18
13,A social overlay-based forwarding scheme for mobile social networks,20
14,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
15,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
16,A brief introduction to distributed systems,1
17,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
18,Optimizing downloads over random duration links in mobile networks,No PDF Found
19,Dynamic coding control in social intermittent connectivity wireless networks,0
20,Mobility prediction in mobile ad hoc networks using a lightweight genetic algorithm,3
21,A power quality online monitoring system oriented ZigBee routing optimization strategy,2
22,Incentives for delay-constrained data query and feedback in mobile opportunistic crowdsensing,1
23,SEAD: A simple and efficient adaptive data dissemination protocol in vehicular ad-hoc networks,1
24,Vehicular Ad hoc Networks: A hybrid approach to data dissemination in exigency situations,1
25,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
26,Load balancing maximal minimal nodal residual energy ad hoc on-demand multipath distance vector routing protocol (LBMMRE-AOMDV),5
27,RVCloud: a routing protocol for vehicular ad hoc network in city environment using cloud computing,3
28,Modeling and simulating traffic congestion propagation in connected vehicles driven by temporal and spatial preference,5
29,EPTR: expected path throughput based routing protocol for wireless mesh network,26
30,Backpressure Delay Enhancement for Encounter-Based Mobile Networks while Sustaining Throughput Optimality,No PDF Found
31,Joint optimization and threshold structure dynamic programming with enhanced priority scheme for adaptive VANET MAC,27
32,Vehicle authentication via monolithically certified public key and attributes,27
33,PrivHab+: A secure geographic routing protocol for DTN,0
34,Optimal relay node selection in two-hop routing for intermittently connected MANETs,No PDF Found
35,Survey on Simulation for Mobile Ad-Hoc Communication for Disaster Scenarios,No PDF Found
36,Max-Util: A utility-based routing algorithm for a vehicular delay tolerant network using historical information,No PDF Found
37,Resource Aware Routing in Heterogeneous Opportunistic Networks,No PDF Found
38,An optimized prioritized load balancing approach to scalable routing (OPLBA),0
39,Self soft fault detection based routing protocol for vehicular ad hoc network in city environment,21
40,Augmented DTN based energy efficient routing protocol for vehicular ad hoc networks,No PDF Found
,Total,229
"
"
Paper Title: A survey on ambient intelligence in healthcare
Citing Paper Number,Paper Title,Over-cite Count
1,Effects of the performance management information system in improving performance: an empirical study in Shanghai Ninth People’s Hospital,No PDF Found
2,Performance analysis of multiplexing and error control scheme for body area networks,9
3,Smart environment architecture for emotion detection and regulation,No PDF Found
4,Multimedia sensors embedded in smartphones for ambient assisted living and e-health,1
5,Reducing impact of network induced perturbations in remote control systems,1
6,Correlation between videogame mechanics and executive functions through EEG analysis,No PDF Found
7,The quest for engaging AmI: Patient engagement and experience design tools to promote effective assisted living,No PDF Found
8,Energy efficient sensors data stream model for real-Time and continuous vital signs monitoring,No PDF Found
9,"User-centric, embedded vision-based human monitoring: A concept and a healthcare use case",No PDF Found
10,Towards Dementia-Friendly Smart Homes,1
11,An activity recognition-assistance algorithm based on hybrid semantic model in smart home,No PDF Found
12,Big data stream computing in healthcare real-time analytics,No PDF Found
13,Data acquisition for wearables and in-patient monitoring,No PDF Found
14,Demultiplexing activities of daily living in IoT enabled smarthomes,0
15,Identifying activity boundaries for activity recognition in smart environments,No PDF Found
16,Context-aware architecture utilizing computing with words and ISO/IEC/IEEE 42010,No PDF Found
17,"A smart phone-base pocket fall accident detection, positioning, and rescue system",No PDF Found
18,Everything you wanted to know about smart cities,1
19,Admission Control over Internet of Vehicles Attached with Medical Sensors for Ubiquitous Healthcare Applications,2
20,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
21,Towards an EEG-based brain-computer interface for online robot control,4
22,Emerging trends in healthcare adoption of wireless body area networks,No PDF Found
23,Pervasive Computing to Support Individuals with Cognitive Disabilities,No PDF Found
24,A comprehensive review on usage of Internet of Things (IoT) in healthcare system,No PDF Found
25,SOnAr: Smart Ontology activity recognition framework to fulfill semantic web in smart homes,No PDF Found
26,A smartphone app provides preventive care for the elderly with dementia,No PDF Found
27,Idea: A system for efficient failure management in smart IoT environments,No PDF Found
28,"High-accuracy positioning for indoor applications: RFID, UWB, 5G, and beyond",No PDF Found
29,Design of an ambient intelligence testbed for improving quality of life,No PDF Found
30,A Task-Oriented Framework for Networked Wearable Computing,No PDF Found
31,Patient data dissemination in wireless body area network: A qualitative analysis,No PDF Found
32,Elliptic curve based proxy re-encryption,No PDF Found
33,Enhanced energy-efficient balanced clustering protocol for WSN,No PDF Found
34,A Rule-based Service Customization Strategy for Smart Home Context-Aware Automation,8
35,High-accuracy localization for assisted living: 5G systems will turn multipath channels from foe to friend,1
36,Monitoring activities of daily living in smart homes: Understanding human behavior,1
37,Ambient and smartphone sensor assisted ADL recognition in multi-inhabitant smart environments,6
38,Situated Agents and Humans in Social Interaction for Elderly Healthcare: From Coaalas to AVICENA,1
39,Towards an automatic early stress recognition system for office environments based on multimodal measurements: A review,0
40,Informationally Structured Space for Life Log Monitoring in Elderly Care,No PDF Found
,Total,36
"
"
Paper Title: Flooding-limited and multi-constrained QoS multicast routing based on the genetic algorithm for MANETs
Citing Paper Number,Paper Title,Over-cite Count
1,Preset delay broadcast: a protocol for fast information dissemination in vehicular ad hoc networks (VANETs),2
2,QoS enhancement in MANETs using priority aware mechanism in DSR protocol,0
3,Mobility-based routing algorithm in delay tolerant networks,0
4,An initial analysis of packet function-aware extension to Dijkstra algorithm for wireless networks,5
5,Mobility management for IoT: a survey,19
6,Way-Point Multicast Routing Framework for improving QoS in hybrid wireless mesh networks,3
7,A novel weight based clustering algorithm for routing in MANET,0
8,A forwarding scheme based on swarm intelligence and percolation centrality in opportunistic networks,6
9,An ant colony optimization based routing algorithm for extending network lifetime in wireless sensor networks,0
10,Predicting expected TCP throughput using genetic algorithm,No PDF Found
11,Multipath routing in mobile ad hoc network with probabilistic splitting of traffic,0
12,Sharing spray and wait routing algorithm in opportunistic networks,4
13,Oblivious routing in wireless mesh networks,18
14,A social overlay-based forwarding scheme for mobile social networks,20
15,Joint scheduling and routing using space–time graphs for TDM wireless mesh networks,3
16,Hybrid QoS based routing protocol for inter and intra wireless mesh infrastructure communications,8
17,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,22
18,A power quality online monitoring system oriented ZigBee routing optimization strategy,2
19,An improved chaotic binary bat algorithm for QoS multicast routing,No PDF Found
20,An adaptive routing algorithm considering position and social similarities in an opportunistic network,6
21,SEAD: A simple and efficient adaptive data dissemination protocol in vehicular ad-hoc networks,1
22,Research on routing protocol facing to signal conflicting in link quality guaranteed WSN,5
23,Multi-objective fractional artificial bee colony algorithm to energy aware routing protocol in wireless sensor network,0
