Paper Title: Achieving real-time target tracking usingwireless sensor networks,,
12,Social sensing,14
13,Leveraging smartphone cameras for collaborative road advisories,1
14,Indoor weather stations: investigating a ludic approach to environmental HCI through batch prototyping,No PDF Found
15,Ikarus: large-scale participatory sensing at high altitudes,2
16,Hiding in the mobile crowd: Locationprivacy through collaboration,1
17,Smartroad: a crowd-sourced traffic regulator detection and identification system,1
18,Exploitation of physical constraints for reliable social sensing,1
19,Using smart-phones and floor plans for indoor location tracking-Withdrawn,0
20,The sparse regression cube: A reliable modeling technique for open cyber-physical systems,1
21,Social drive: a crowdsourcing-based vehicular social networking system for green transportation,No PDF Found
22,Distance and time based node selection for probabilistic coverage in people-centric sensing,No PDF Found
23,Efficient 3g budget utilization in mobile participatory sensing applications,1
24,Crowdsensing maps of on-street parking spaces,1
25,Mutual privacy-preserving regression modeling in participatory sensing,4
26,On credibility estimation tradeoffs in assured social sensing,No PDF Found
27,Its for sustainable mobility: A survey on applications and impact assessment tools,1
28,Energy-efficient opportunistic coverage for people-centric urban sensing,0
29,A decade of wireless sensing applications: Survey and taxonomy,No PDF Found
30,Carma: towards personalized automotive tuning,1
,Total,47
"
",,
Paper Title: RID: Radio interference detection in wireless sensor networks,,
Citing Paper Number,Paper Title,Over-cite Count
1,Opportunities and challenges of wireless sensor networks in smart grid,1
2,ATPC: adaptive transmission power control for wireless sensor networks,3
3, MMSN: Multi-Frequency Media Access Control for Wireless Sensor Networks.,2
4,Realistic and efficient multi-channel communications in wireless sensor networks,2
5,Link scheduling in wireless sensor networks: distributed edge-coloring revisited,0
6,Radio link quality estimation in wireless sensor networks: a survey,0
7,Does wireless sensor network scale? A measurement study on GreenOrbs,3
8, Wireless Sensor Networks.,0
9,Developing ZigBee deployment guideline under WiFi interference for smart grid applications,0
10,A survey on jamming attacks and countermeasures in WSNs,No PDF Found
11,A measurement study of interference modeling and scheduling in low-power wireless networks,1
12,Online and remote motor energy monitoring and fault diagnostics using wireless sensor networks,1
13,Data gathering in wireless sensor networks with mobile collectors,1
14, Crowded spectrum in wireless sensor networks,2
15,Distributed time-optimal scheduling for convergecast in wireless sensor networks,No PDF Found
16,Detection of reactive jamming in sensor networks,No PDF Found
17,Multichannel superframe scheduling for IEEE 802.15. 4 industrial wireless sensor networks,2
18,Tour planning for mobile data-gathering mechanisms in wireless sensor networks,1
19,Adaptive interference-aware multi-channel clustering algorithm in a Zigbee network in the presence of WLAN interference,No PDF Found
20,TDMA-ASAP: Sensor network TDMA scheduling with adaptive slot-stealing and parallelism,No PDF Found
21,Making sensornet MAC protocols robust against interference,1
22,Dynamic conflict-free query scheduling for wireless sensor networks,1
23,Real-time query scheduling for wireless sensor networks,2
24,Resource-aware and link quality based routing metric for wireless sensor and actor networks,No PDF Found
25,Chip error pattern analysis in IEEE 802.15. 4,No PDF Found
26,RSS-based carrier sensing and interference estimation in 802.11 wireless networks,1
27,Distributed latency-energy minimization and interference avoidance in TDMA wireless sensor networks,0
28,Passive interference measurement in wireless sensor networks,1
29,Multi-channel interference measurement and modeling in low-power wireless networks,4
30,Throughput-aware routing for industrial sensor networks: Application to isa100. 11a,1
,Total,30
"
",,
,,
,,
,,
"
",,
