Paper Title: A game-theoretic method of fair resource allocation for cloud computing services,,
25,Multi-Spreader Routing for sparsely populated mobile ad hoc networks,4
26,Path diversified multi-QoS optimization in multi-channel wireless mesh networks,No PDF Found
27,Adaptive message forwarding for avoiding broadcast storm and guaranteeing delay in active safe driving VANET,14
28,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,13
29,Comprehensive event based estimation of sensor node distribution strategies using classical flooding routing protocol in wireless sensor networks,0
30,Exploring an energy-efficient DTN framework supporting disaster management services in post disaster relief operation,7
,Total,169
"
",,
Paper Title: Routing for disruption tolerant networks: taxonomy and design,,
Citing Paper Number,Paper Title,Over-cite Count
1,Directional routing and scheduling for green vehicular delay tolerant networks,4
2,Routing metrics of cognitive radio networks: A survey,3
3,Backpressure with adaptive redundancy (BWAR),2
4,Secure and privacy preserving protocol for cloud-based vehicular DTNs,5
5,Routing protocols for delay tolerant networks: a quantitative evaluation,1
6,Mobitrade: trading content in disruption tolerant networks,1
7,Mobility-assisted node localization based on TOA measurements without time synchronization in wireless sensor networks,1
8,Energy efficiency routing with node compromised resistance in wireless sensor networks,3
9,Assessment model for opportunistic routing,No PDF Found
10,A hybrid MANET-DTN routing scheme for emergency response scenarios,No PDF Found
11,Evaluation of MANET routing protocols in a realistic emergency response scenario,1
12,An analysis of evaluation practices for dtn routing protocols,1
13,Social-aware opportunistic routing: the new trend,1
14,[BOOK][B] Data delivery in delay tolerant networks: A survey,1
15,Adaptive spraying for routing in delay tolerant networks,1
16,Performance of DTN protocols in space communications,3
17,[CITATION][C] Survey on opportunistic routing for delay/disruption tolerant networks,No PDF Found
18,Exploiting intercontact time for routing in delay tolerant networks,1
19,A multi-hop broadcast protocol design for emergency warning notification in highway VANETs,No PDF Found
20,Primate-inspired adaptive routing in intermittently connected mobile communication systems,4
21,Haggle: Opportunistic mobile content sharing using search,1
22,Routing protocol over lossy links for ISA100. 11a industrial wireless networks,9
23, Particle swarm optimization (PSO)-based node and link lifetime prediction algorithm for route recovery in MANET,No PDF Found
24,IM2PR: interference-minimized multipath routing protocol for wireless sensor networks,No PDF Found
25,Survey on location information services for Vehicular Communication Networks,4
26,Contact quality based forwarding strategy for delay tolerant network,1
27,Human-mobility-based sensor context-aware routing protocol for delay-tolerant data gathering in multi-sink cell-phone-based sensor networks,1
28,VAST: Volume adaptive searching technique for optimized routing in mobile ad-hoc networks,1
29,A tabu search algorithm for routing optimization in mobile ad-hoc networks,5
30,On the scalability of delay-tolerant routing protocols in urban environment,No PDF Found
,Total,55
"
",,
Paper Title: Molecular communication and networking: Opportunities and challenges,,
Citing Paper Number,Paper Title,Over-cite Count
1, Tabletop molecular communication: Text messages through chemical signals,No PDF Found
2,Channel model and capacity analysis of molecular communication with brownian motion,1
3,Improving receiver performance of diffusive molecular communication with enzymes,2
4,Three-dimensional channel characteristics for molecular communications with an absorbing receiver,No PDF Found
5,Molecular communication among biological nanomachines: A layered architecture and research issues,No PDF Found
6,Optimal receiver design for diffusive molecular communication with flow and additive noise,1
7,Transmission rate control for molecular communication among biological nanomachines,4
8,TCP-like molecular communications,3
9,Design and analysis of wireless communication systems using diffusion-based molecular communication among bacteria,1
10,A comprehensive survey of recent advancements in molecular communication,3
11,Simulation study of molecular communication systems with an absorbing receiver: Modulation and ISI mitigation techniques,No PDF Found
12,Reconstruction of graph signals through percolation from seeding nodes,1
13,Receivers for diffusion-based molecular communication: Exploiting memory and sampling rate,1
14,Using dimensional analysis to assess scalability and accuracy in molecular communication,1
15,Reliability and delay analysis of multihop virus-based nanonetworks,1
16,Simulation of molecular signaling in blood vessels: Software design and application to atherogenesis,1
17,Symbol interval optimization for molecular communication with drift,1
18,A markov chain channel model for active transport molecular communication,1
19,Strength-based optimum signal detection in concentration-encoded pulse-transmitted OOK molecular communication with stochastic ligand-receptor binding,1
20,A unifying model for external noise sources and ISI in diffusive molecular communication,1
21,Oscillation and synchronization of molecular machines by the diffusion of inhibitory molecules,0
22,Molecular communication networks with general molecular circuit receivers,1
23,A comprehensive study of sampling-based optimum signal detection in concentration-encoded molecular communication,1
24,Impact of receiver reaction mechanisms on the performance of molecular communication networks,1
25,Noise properties of linear molecular communication networks,No PDF Found
26,Bumpy rides: Modeling the dynamics of chemotactic interacting bacteria,1
27,Cooperative target tracking by a mobile bionanosensor network,1
28,Simulating an in vitro experiment on nanoscale communications by using BiNS2,1
29,Molecular communication via microtubules and physical contact in nanonetworks: A survey,1
30,Distributed linear network operators using graph filters,1
,Total,32
"
",,
Paper Title: Routing metrics of cognitive radio networks: A survey,,
Citing Paper Number,Paper Title,Over-cite Count
1,"Cognitive radio for smart grids: Survey of architectures, spectrum sensing mechanisms, and networking protocols",1
2,Bandwidth aggregation techniques in heterogeneous multi-homed devices: A survey,0
3,A multi-hop broadcast protocol design for emergency warning notification in highway VANETs,No PDF Found
4,Artificial intelligence based cognitive routing for cognitive radio networks,0
5,Routing protocol over lossy links for ISA100. 11a industrial wireless networks,9
6, Dead zone penetration protocol for cognitive radio networks.,1
7,Routing and channel selection from cognitive radio network's perspective: A survey,1
8,Approximating geographic routing using coverage tree heuristics for wireless network,22
9,Vehicle authentication via monolithically certified public key and attributes,28
10,High-throughput transmission-quality-aware broadcast routing in cognitive radio networks,No PDF Found
11,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
12, An improved multipath MANET routing using link estimation and swarm intelligence,No PDF Found
13,A survey of channel bonding for wireless networks and guidelines of channel bonding for futuristic cognitive radio sensor networks,1
14,Reconfigurable Wireless Networks,2
15,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
16,Particle swarm optimization in intelligent routing of delay-tolerant network routing,No PDF Found
17,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
18,Path diversified multi-QoS optimization in multi-channel wireless mesh networks,No PDF Found
19,Secure transmission design for cognitive radio networks with Poisson distributed eavesdroppers,14
20,Adaptive message forwarding for avoiding broadcast storm and guaranteeing delay in active safe driving VANET,14
21,Comprehensive event based estimation of sensor node distribution strategies using classical flooding routing protocol in wireless sensor networks,0
22,Exploring an energy-efficient DTN framework supporting disaster management services in post disaster relief operation,7
23,An adaptive load-aware routing algorithm for multi-interface wireless mesh networks,3
24,Quality of service management for IPTV services support in VANETs: a performance evaluation study,No PDF Found
25,Performance comparison of routing protocols for cognitive radio networks,1
26,Modeling and simulation of networked low-power embedded systems: a taxonomy,No PDF Found
27,A comparative study of QoS performance for location based and corona based real-time routing protocol in mobile wireless sensor networks,3
28,An overview of performance trade-off mechanisms in routing protocol for green wireless sensor networks,26
29,A new delay jitter smoothing algorithm based on Pareto distribution in Cyber-Physical Systems,9
30,Review of vehicular ad hoc network communication models including WVANET (Web VANET) model and WVANET future research directions,No PDF Found
,Total,173
"
",,
Paper Title: Flooding-limited and multi-constrained QoS multicast routing based on the genetic algorithm for MANETs,,
Citing Paper Number,Paper Title,Over-cite Count
1,Genetic algorithm for energy-efficient QoS multicast routing,1
2,Bee life-based multi constraints multicast routing optimization for vehicular ad hoc networks,1
3,Power and mobility aware routing in wireless ad hoc networks,1
4,Performance comparison of media access control protocols for vehicular ad hoc networks,1
5,Single-carrier frequency domain equalisation with hierarchical constellations: an efficient transmission technique for broadcast and multicast systems,1
6,A genetic algorithm for finding a path subject to two constraints,No PDF Found
7,An intelligent approach for building a secure decentralized public key infrastructure in VANET,4
8,Ant colony optimization based enhanced dynamic source routing algorithm for mobile Ad-hoc network,No PDF Found
9,QoS/QoE mapping and adjustment model in the cloud-based multimedia infrastructure,1
10,Optimal gateway selection in sensor-cloud framework for health monitoring,No PDF Found
11,IPv6 auto-configuration VANET cross layer design based on IEEE 1609,1
12,New approach for routing in mobile ad-hoc networks based on ant colony optimisation with global positioning system,1
13,Novel power-based routing metrics for multi-channel multi-interface wireless mesh networks,6
14,Routing protocol over lossy links for ISA100. 11a industrial wireless networks,9
15,Improved genetic algorithm using different genetic operator combinations (GOCs) for multicast routing in ad hoc networks,1
16, Particle swarm optimization (PSO)-based node and link lifetime prediction algorithm for route recovery in MANET,No PDF Found
17,Genetic algorithm with ensemble of immigrant strategies for multicast routing in Ad hoc networks,1
18, iMASKO: A genetic algorithm based optimization framework for wireless sensor networks,No PDF Found
19,Survey on location information services for Vehicular Communication Networks,4
20,Bayesian coalition negotiation game as a utility for secure energy management in a vehicles-to-grid environment,4
21,Regular tiling based flooding scheme for energy efficiency in wireless ad hoc networks,No PDF Found
22, Energy consumption and control response evaluations of aodv routing in wsans for building-temperature control,No PDF Found
23,Energy-efficient ant-colony-based routing algorithm for the MANETs,No PDF Found
24,Vehicle authentication via monolithically certified public key and attributes,28
25,High-throughput transmission-quality-aware broadcast routing in cognitive radio networks,No PDF Found
26,Implementing a new power aware routing algorithm based on existing dynamic source routing protocol for mobile ad hoc networks,1
27,Energy-aware multipath routing scheme based on particle swarm optimization in mobile ad hoc networks,0
28,Improved heuristics for multicast routing in wireless mesh networks,3
29,A survey of routing protocols based on link-stability in mobile ad hoc networks,1
30, An improved multipath MANET routing using link estimation and swarm intelligence,No PDF Found
,Total,70
"
",,
Paper Title: An adaptive geometry-based stochastic model for non-isotropic MIMO mobile-to-mobile channels,,
Citing Paper Number,Paper Title,Over-cite Count
1,"[BOOK][B] Cooperative communications: hardware, channel and PHY",3
2,Impact of vehicles as obstacles in vehicular ad hoc networks,No PDF Found
3,A survey on vehicle-to-vehicle propagation channels,No PDF Found
4,Vehicular channel characterization and its implications for wireless system design and performance,1
5,Vehicle-to-vehicle channel modeling and measurements: recent advances and future challenges,No PDF Found
6,Cooperative MIMO channel modeling and multi-link spatial correlation properties,No PDF Found
7,Wideband channel modeling and intercarrier interference cancellation for vehicle-to-vehicle communication systems,3
8,Coalition formation games for distributed cooperation among roadside units in vehicular networks,2
9,Analysis of access and connectivity probabilities in vehicular relay networks,No PDF Found
10,Envelope level crossing rate and average fade duration of nonisotropic vehicle-to-vehicle Ricean fading channels,2
11,Challenges toward wireless communications for high-speed railway,No PDF Found
12,Two-stage cooperative multicast transmission with optimized power consumption and guaranteed coverage,1
13,Electrified vehicles and the smart grid,2
14,New deterministic and stochastic simulation models for nonÉ?êisotropic scattering mobileÉ?êtoÉ?êmobile Rayleigh fading channels,No PDF Found
15, An Improved Parameter Computation Method for a MIMO V2V Rayleigh Fading Channel Simulator Under Non-Isotropic Scattering Environments.,2
16,Capacity of hybrid cognitive radio networks with distributed VAAs,1
17,A non-stationary MIMO channel model for high-speed train communication systems,1
18,Cross-layer routing using cooperative transmission in vehicular ad-hoc networks,No PDF Found
19,Quality-of-service driven power and sub-carrier allocation policy for vehicular communication networks,1
20,Communicating in the real world: 3D MIMO,No PDF Found
21,D2D for intelligent transportation systems: A feasibility study,3
22,Interference graph-based resource-sharing schemes for vehicular networks,No PDF Found
23,Wideband measurement-based modeling of inter-vehicle channels in the 5-GHz band,No PDF Found
24,Channel estimation schemes for IEEE 802.11 p standard,0
25,Stochastic analysis of a single-hop communication link in vehicular ad hoc networks,1
26,A non-stationary 3-D wideband twin-cluster model for 5G massive MIMO channels,0
27,Data dissemination in VANETs: A scheduling approach,No PDF Found
28,Energy efficiency analysis of MISO-OFDM communication systems considering power and capacity constraints,No PDF Found
29,A geometry-based stochastic model for wideband MIMO mobile-to-mobile channels,3
30,Novel 3D geometry-based stochastic models for non-isotropic MIMO vehicle-to-vehicle channels,2
,Total,28
"
",,
"Paper Title: A survey on the ietf protocol suite for the internet of things: Standards, challenges, and opportunities",,
Citing Paper Number,Paper Title,Over-cite Count
1,A survey on trust management for Internet of Things,No PDF Found
2,"Internet of things: A survey on enabling technologies, protocols, and applications",0
3,A survey of wireless technologies coexistence in WBAN: analysis and open research issues,9
4,The emerging internet of things marketplace from an industrial perspective: A survey,No PDF Found
5,Named data networking for IoT: an architectural perspective,0
6,Multi-source data retrieval in IoT via named data networking,1
7,Autonomic schemes for threat mitigation in Internet of Things,5
8,Wireless energy harvesting for the Internet of Things,0
9,Recent advances in industrial wireless sensor networks toward efficient management in IoT,No PDF Found
10,A multi-hop broadcast protocol design for emergency warning notification in highway VANETs,No PDF Found
11,Lightweight management of resource-constrained sensor devices in internet of things,0
12,Internet of things (IoT): Present state and future prospects,No PDF Found
13," Mobile M2M communication architectures, upcoming challenges, applications, and future directions",No PDF Found
14,The Internet of Things: Challenges & security issues,No PDF Found
15,Design and implementation of a sustainable wireless ban platform for remote monitoring of workers health care in harsh environments,1
16,Information Centric Networking in IoT scenarios: The case of a smart home,No PDF Found
17,Approximating geographic routing using coverage tree heuristics for wireless network,22
18,An approach to rank reviews by fusing and mining opinions based on review pertinence,0
19,Novel Quick Start (QS) method for optimization of TCP,3
20,Vehicle authentication via monolithically certified public key and attributes,28
21, A novel scheme for an energy efficient Internet of Things based on wireless sensor networks,No PDF Found
22,Impact of static trajectories on localization in wireless sensor networks,No PDF Found
23,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
24,Towards a service centric contextualized vehicular cloud,0
25,Information-centric networking for the internet of things: challenges and opportunities,0
26,Neighbor Discovery for Opportunistic Networking in Internet of Things Scenarios: A Survey,No PDF Found
27, Proportional throughput differentiationwith cognitive load-control on WSN channels,No PDF Found
28,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
29,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
30,Robustness analysis for node multilateration localization in wireless sensor networks,12
,Total,112
"
",,
"Paper Title: A survey on topology control in wireless sensor networks: Taxonomy, comparative study, and open issues",,
Citing Paper Number,Paper Title,Over-cite Count
1,Security of the internet of things: Perspectives and challenges,No PDF Found
2,An evolutionary multiobjective sleep-scheduling scheme for differentiated coverage in wireless sensor networks,4
3,A survey of wireless technologies coexistence in WBAN: analysis and open research issues,9
4,A distributed algorithm for energy efficient and fault tolerant routing in wireless sensor networks,0
5,A multi-hop broadcast protocol design for emergency warning notification in highway VANETs,No PDF Found
6,Fuzzy-based congestion control for wireless multimedia sensor networks,No PDF Found
7,Routing protocol over lossy links for ISA100. 11a industrial wireless networks,9
8,IM2PR: interference-minimized multipath routing protocol for wireless sensor networks,No PDF Found
9,A survey on area coverage in wireless sensor networks,0
10,Wireless sensor networks for agriculture: The state-of-the-art in practice and future challenges,3
11,From MANET to people-centric networking: milestones and open research challenges,2
12,Consensus of EulerÉ??Lagrange systems networked by sampled-data information with probabilistic time delays,5
13,Energy-efficient differentiated coverage of dynamic objects using an improved evolutionary multi-objective optimization algorithm with fuzzy-dominance,No PDF Found
14, Transmission power control in wireless sensor networks under the minimum connected average node degree constraint,2
15,Approximating geographic routing using coverage tree heuristics for wireless network,22
16,A novel data fusion scheme using grey model and extreme learning machine in wireless sensor networks,1
17,SOLOR: self-optimizing WLANs with legacy-compatible opportunistic relays,1
18,High-throughput transmission-quality-aware broadcast routing in cognitive radio networks,No PDF Found
19,1-bit compressive data gathering for wireless sensor networks,0
20,SAW sensor read range limitations and perspectives,No PDF Found
21,Impact of static trajectories on localization in wireless sensor networks,No PDF Found
22,Distributed consensus of stochastic delayed multi-agent systems under asynchronous switching,7
23,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
24,Achieving asymmetric sensing coverage for duty cycled wireless sensor networks,1
25,A virtual coordinate-based bypassing void routing for wireless sensor networks,1
26, Sub-sampling framework comparison for low-power data gathering: A comparative analysis,No PDF Found
27,A topology control algorithm for sensor networks based on robust optimization,0
28, An energy-efficient distributed clustering algorithm for heterogeneous WSNs,No PDF Found
29,Reconfigurable Wireless Networks,2
30,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
,Total,75
"
",,
Paper Title: Security and privacy for storage and computation in cloud computing,,
Citing Paper Number,Paper Title,Over-cite Count
1,Assessing the determinants of cloud computing adoption: An analysis of the manufacturing and services sectors,No PDF Found
2,Security in cloud computing: Opportunities and challenges,7
3,A review on remote data auditing in single cloud server: Taxonomy and open issues,No PDF Found
4,Social choice considerations in cloud-assisted WBAN architecture for post-disaster healthcare: data aggregation and channelization,1
5,Real-time query processing optimization for cloud-based wireless body area networks,No PDF Found
6,Leveraging software-defined networking for security policy enforcement,2
7,Autonomic schemes for threat mitigation in Internet of Things,5
8,Enhanced privacy of a remote data integrity-checking protocol for secure cloud storage,1
9,Resilience analysis of power grids under the sequential attack,3
10,SeDaSC: secure data sharing in clouds,2
11,"Remote data auditing in cloud computing environments: A survey, taxonomy, and open issues",1
12,A scheme for data confidentiality in cloud-assisted wireless body area networks,No PDF Found
13,Integration of logistics and cloud computing service providers: Cost and green benefits in the Chinese context,1
14,Engineering searchable encryption of mobile cloud networks: when qoe meets qop,0
15,"Securing software defined networks: taxonomy, requirements, and open issues",1
16,"Achieving security, robust cheating resistance, and high-efficiency for outsourcing large matrix multiplication computation to a malicious cloud",No PDF Found
17,An extended chaotic maps-based keyword search scheme over encrypted data resist outside and inside keyword guessing attacks in cloud storage services,1
18,Speeding-up codon analysis on the cloud with local MapReduce aggregation,1
19,Cloud computing in e-Science: research challenges and opportunities,No PDF Found
20,From security to assurance in the cloud: a survey,1
21,Imperialist competitive algorithm with PROCLUS classifier for service time optimization in cloud computing service composition,0
22,User continuance intention to use cloud storage service,0
23,Vehicle authentication via monolithically certified public key and attributes,28
24,Towards continuous cloud service assurance for critical infrastructure IT,4
25,Towards dynamic remote data auditing in computational clouds,0
26,Recent developments in cloud based systems: state of art,1
27,Scalable pCT image reconstruction delivered as a cloud service,No PDF Found
28,Security-aware intermediate data placement strategy in scientific cloud workflows,0
29,Secure authentication and integrity techniques for randomized secured routing in WSN,4
30,Joint Resource Provisioning for Internet Datacenters with Diverse and Dynamic Traffic,7
,Total,71
"
",,
Paper Title: Delay tolerant networks: Protocols and applications,,
Citing Paper Number,Paper Title,Over-cite Count
1,Secure and privacy preserving protocol for cloud-based vehicular DTNs,5
2,Cedo: Content-centric dissemination algorithm for delay-tolerant networks,1
3,Effect of traffic volume in real-time disaster evacuation guidance using opportunistic communications,No PDF Found
4,Real-time disaster evacuation guidance using opportunistic communications,No PDF Found
5,"Wireless contacts, Facebook friendships and interests: Analysis of a multi-layer social network in an academic environment",No PDF Found
6,Routing protocol over lossy links for ISA100. 11a industrial wireless networks,9
7,Survey on location information services for Vehicular Communication Networks,4
8,Disaster evacuation guidance using opportunistic communication: The potential for opportunity-based service,2
9,Homesick l«∏vy walk and optimal forwarding criterion of utility-based routing under sequential encounters,1
10,Fuzzy logic based unequal clustering for wireless sensor networks,17
11,On storage dynamics of space delay/disruption tolerant network node,3
12,Approximating geographic routing using coverage tree heuristics for wireless network,22
13,Novel Quick Start (QS) method for optimization of TCP,3
14,Vehicle authentication via monolithically certified public key and attributes,28
15,High-throughput transmission-quality-aware broadcast routing in cognitive radio networks,No PDF Found
16,Impact of static trajectories on localization in wireless sensor networks,No PDF Found
17,SEPFL routing protocol based on fuzzy logic control to extend the lifetime and throughput of the wireless sensor network,4
18,Visible light communications for entertainment networking,No PDF Found
19,ACWSN: an adaptive cross layer framework for video transmission over wireless sensor networks,2
20,A routing algorithm on delay-tolerant of wireless sensor network based on the node selfishness,No PDF Found
21,Particle swarm optimization in intelligent routing of delay-tolerant network routing,No PDF Found
22,Anycast tree-based routing in mobile wireless sensor networks with multiple sinks,25
23,Multi-Spreader Routing for sparsely populated mobile ad hoc networks,4
24,Path diversified multi-QoS optimization in multi-channel wireless mesh networks,No PDF Found
25,Adaptive message forwarding for avoiding broadcast storm and guaranteeing delay in active safe driving VANET,14
26,Securing data exchange in wireless multimedia sensor networks: perspectives and challenges,13
27,Exploring an energy-efficient DTN framework supporting disaster management services in post disaster relief operation,7
